Condition,Price,Like Count,View Count,Registration Period
사용감 없음,210000,36,1075,1주 전
사용감 적음,200000,0,21,2주 전
새 상품,8900,10,202,1주 전
사용감 없음,160000,3,54,2주 전
사용감 없음,210000,13,359,1주 전
사용감 적음,150000,12,247,1주 전
사용감 없음,215000,1,39,1주 전
사용감 없음,175000,2,14,1주 전
사용감 없음,200000,1,35,1주 전
사용감 적음,207250,6,117,1주 전
사용감 적음,150000,5,146,2주 전
사용감 없음,200000,1,30,2주 전
사용감 적음,120000,2,44,1주 전
사용감 적음,151000,2,45,2주 전
사용감 적음,50000,17,164,1주 전
사용감 적음,90000,2,102,1주 전
사용감 없음,215000,0,69,2주 전
사용감 적음,155000,2,104,2주 전
사용감 없음,70000,13,224,1주 전
사용감 적음,150000,7,82,2주 전
사용감 적음,100000,3,86,2주 전
사용감 적음,250000,3,68,2주 전
사용감 적음,210000,2,72,2주 전
사용감 적음,195000,5,104,2주 전
사용감 없음,190000,2,41,2주 전
사용감 적음,200000,3,73,1주 전
새 상품,90000,13,446,1주 전
사용감 적음,150000,0,43,2주 전
고장/파손 상품,10000,0,70,2주 전
사용감 없음,230000,0,74,1주 전
새 상품,250000,0,246,1주 전
사용감 적음,200000,3,49,1주 전
사용감 없음,80000,1,79,1주 전
새 상품,7000,8,193,1주 전
새 상품,60000,2,44,2주 전
사용감 없음,79999,3,164,1주 전
사용감 많음,155000,1,80,2주 전
사용감 적음,120000,0,57,1주 전
새 상품,11000,17,330,1주 전
새 상품,67350,41,1045,1주 전
사용감 없음,250000,0,19,2주 전
사용감 없음,140000,26,345,2주 전
새 상품,12000,1,70,1주 전
사용감 적음,140000,2,43,2주 전
고장/파손 상품,50000,1,140,2주 전
사용감 없음,200000,9,86,2주 전
사용감 없음,200000,3,139,2주 전
사용감 없음,100000,1,44,2주 전
새 상품,6000,2,45,1주 전
사용감 없음,230000,6,148,1주 전
사용감 적음,185000,10,102,2주 전
사용감 적음,130000,2,208,1주 전
사용감 적음,185000,3,49,2주 전
사용감 적음,80000,1,15,2주 전
사용감 적음,180000,0,35,1주 전
사용감 적음,230000,2,75,2주 전
사용감 적음,180000,34,1330,2주 전
사용감 없음,200000,0,17,2주 전
사용감 적음,190000,14,484,2주 전
사용감 없음,230000,3,94,2주 전
새 상품,200000,26,349,2주 전
사용감 없음,85000,5,209,1주 전
사용감 적음,189000,0,36,2주 전
사용감 적음,70000,0,189,1주 전
새 상품,300000,3,100,2주 전
사용감 적음,130000,1,53,1주 전
사용감 없음,1111,0,39,2주 전
사용감 없음,60000,2,15,2주 전
사용감 적음,69000,4,137,1주 전
사용감 적음,210000,0,25,2주 전
사용감 적음,180000,0,32,2주 전
사용감 많음,55000,1,190,2주 전
사용감 적음,100000,3,449,2주 전
사용감 적음,80000,1,25,2주 전
사용감 적음,80000,3,32,2주 전
사용감 적음,80000,1,62,2주 전
사용감 없음,150000,0,19,2주 전
사용감 적음,80000,0,23,2주 전
사용감 적음,155000,5,121,1주 전
사용감 적음,58000,16,233,2주 전
새 상품,280000,1,96,2주 전
새 상품,290000,7,116,2주 전
사용감 없음,90000,1,89,2주 전
사용감 적음,20000,0,97,1주 전
사용감 적음,50000,13,152,2주 전
새 상품,150000,1,41,2주 전
사용감 적음,150000,4,194,2주 전
새 상품,1000000,2,53,2주 전
새 상품,270000,1,58,2주 전
사용감 적음,80000,1,131,1주 전
사용감 적음,220000,0,22,2주 전
사용감 적음,210000,9,427,2주 전
중고,200000,53,9983,1주 전
사용감 적음,210000,1,63,2주 전
사용감 없음,180000,4,66,2주 전
사용감 없음,120000,0,25,2주 전
사용감 없음,200000,3,56,2주 전
사용감 적음,70000,0,36,2주 전
새 상품,230000,0,65,2주 전
사용감 없음,140000,0,24,2주 전
사용감 없음,210000,2,53,2주 전
사용감 적음,180000,2,99,2주 전
사용감 없음,80000,1,60,2주 전
사용감 없음,80000,0,4,2주 전
사용감 없음,210000,2,53,2주 전
새 상품,240000,1,100,2주 전
사용감 적음,149000,0,22,3주 전
새 상품,12000,0,141,2주 전
사용감 적음,185000,0,46,3주 전
새 상품,170000,1,52,2주 전
새 상품,230000,0,168,2주 전
사용감 없음,210000,0,46,2주 전
사용감 적음,140000,0,15,2주 전
사용감 없음,65000,1,20,2주 전
사용감 적음,190000,3,27,3주 전
사용감 적음,165000,7,188,3주 전
사용감 없음,160000,2,41,3주 전
사용감 없음,190000,2,15,3주 전
사용감 적음,170000,0,20,3주 전
사용감 없음,75000,3,35,1주 전
사용감 없음,70000,3,100,1주 전
사용감 적음,130000,9,829,3주 전
사용감 없음,9999999,1,124,2주 전
새 상품,125000,6,58,2주 전
새 상품,280000,2,71,1주 전
새 상품,150000,0,87,2주 전
사용감 적음,110000,1,244,2주 전
새 상품,78000,1,33,1주 전
사용감 적음,180000,2,20,2주 전
사용감 없음,85000,1,150,2주 전
사용감 없음,230000,1,55,2주 전
사용감 적음,180000,1,51,3주 전
사용감 많음,40000,5,318,2주 전
사용감 적음,120000,0,20,2주 전
사용감 없음,220000,2,39,2주 전
사용감 없음,10000,0,7,2주 전
사용감 적음,200000,2,52,3주 전
새 상품,280000,4,135,2주 전
새 상품,270000,2,31,2주 전
사용감 적음,70000,1,21,2주 전
사용감 적음,170000,6,180,2주 전
새 상품,280000,5,19,3주 전
사용감 없음,70000,2,280,2주 전
사용감 적음,67000,0,31,2주 전
새 상품,4000,2,133,2주 전
사용감 적음,260000,0,47,3주 전
사용감 적음,250000,0,83,3주 전
사용감 많음,80000,2,158,3주 전
사용감 없음,220000,0,43,3주 전
사용감 적음,70000,1,35,2주 전
사용감 없음,50000,3,150,3주 전
사용감 적음,190000,0,99,3주 전
사용감 적음,720000,4,178,1주 전
사용감 없음,235000,1,50,2주 전
사용감 없음,210000,8,450,2주 전
사용감 적음,80000,0,13,2주 전
새 상품,210000,4,85,2주 전
사용감 없음,200000,1,73,1주 전
사용감 많음,180000,0,25,2주 전
사용감 적음,80000,0,22,2주 전
새 상품,280000,4,160,2주 전
사용감 없음,150000,6,130,3주 전
사용감 적음,70000,1,25,2주 전
사용감 적음,70000,2,25,2주 전
사용감 적음,63000,1,55,2주 전
사용감 없음,70000,0,20,3주 전
새 상품,6900,22,377,1주 전
새 상품,249000,2,71,2주 전
새 상품,14000,19,607,1주 전
사용감 적음,235000,2,20,2주 전
새 상품,249000,0,57,2주 전
사용감 없음,199000,1,70,2주 전
사용감 적음,160000,0,64,2주 전
사용감 없음,260000,0,21,2주 전
사용감 없음,75000,0,26,1주 전
사용감 없음,77777,13,900,1주 전
사용감 적음,80000,0,20,2주 전
사용감 없음,150000,19,224,3주 전
사용감 없음,160000,3,182,2주 전
사용감 없음,175000,1,42,3주 전
사용감 적음,203000,2,33,3주 전
사용감 많음,95000,1,35,2주 전
사용감 적음,160000,1,52,2주 전
새 상품,95000,3,23,2주 전
사용감 적음,140000,9,607,2주 전
새 상품,20000,1,55,1주 전
사용감 많음,50000,6,45,2주 전
사용감 없음,200000,1,35,3주 전
사용감 없음,210000,11,380,2주 전
사용감 많음,550000,0,26,2주 전
사용감 없음,200000,2,137,2주 전
사용감 없음,180000,0,29,2주 전
사용감 적음,150000,14,231,3주 전
사용감 없음,209000,3,110,2주 전
사용감 없음,200000,2,137,2주 전
사용감 적음,150000,14,231,3주 전
사용감 적음,80000,1,146,2주 전
사용감 많음,147000,20,372,2주 전
사용감 적음,160000,4,63,3주 전
새 상품,270000,7,310,1주 전
사용감 적음,200000,0,20,2주 전
사용감 적음,150000,2,63,2주 전
사용감 없음,140000,9,95,3주 전
사용감 없음,180000,1,28,2주 전
사용감 적음,190000,2,59,2주 전
새 상품,285000,10,251,2주 전
사용감 적음,70000,2,86,3주 전
사용감 없음,2000,5,345,2주 전
사용감 적음,220000,0,60,2주 전
사용감 없음,140000,6,102,2주 전
사용감 없음,77777,4,173,1주 전
사용감 적음,80000,5,93,3주 전
사용감 없음,250000,2,120,3주 전
사용감 없음,180000,2,42,2주 전
중고,99999999,2,265,2주 전
사용감 없음,80000,0,30,2주 전
사용감 없음,150000,2,65,2주 전
새 상품,11000,3,93,1주 전
사용감 적음,70000,0,49,2주 전
사용감 없음,180000,1,30,3주 전
사용감 많음,230000,0,33,3주 전
사용감 없음,160000,4,156,2주 전
사용감 없음,150000,0,59,2주 전
사용감 적음,75000,0,22,3주 전
사용감 없음,30000,131,8241,1주 전
사용감 적음,230000,0,24,3주 전
사용감 적음,55000,1,33,2주 전
사용감 적음,160000,2,60,2주 전
새 상품,1000,0,8,2주 전
사용감 적음,80000,0,18,3주 전
사용감 없음,200000,0,14,2주 전
사용감 적음,145000,0,22,2주 전
새 상품,280000,4,89,3주 전
사용감 적음,70000,0,20,3주 전
사용감 없음,195000,4,70,2주 전
사용감 없음,100000,0,16,3주 전
사용감 적음,50000,2,101,3주 전
사용감 없음,290000,0,10,3주 전
사용감 적음,75000,2,26,1주 전
사용감 적음,170000,14,124,1주 전
사용감 없음,73000,1,17,2주 전
사용감 적음,85000,16,666,1주 전
사용감 적음,55000,1,33,3주 전
사용감 적음,180000,34,501,2주 전
사용감 없음,180000,4,105,3주 전
사용감 적음,60000,2,51,2주 전
사용감 적음,70000,0,23,2주 전
사용감 적음,55000,9,175,3주 전
사용감 적음,85000,6,349,1주 전
사용감 적음,170000,8,75,2주 전
사용감 없음,65000,2,43,3주 전
사용감 적음,70000,2,40,3주 전
새 상품,150000,4,1037,2주 전
사용감 적음,90000,3,620,3주 전
사용감 없음,75000,0,12,3주 전
사용감 없음,80000,2,75,2주 전
새 상품,7900,109,4272,1주 전
사용감 적음,54000,2,24,2주 전
사용감 많음,85000,2,408,3주 전
사용감 적음,200000,1,62,3주 전
사용감 적음,185000,3,59,3주 전
새 상품,230000,0,77,3주 전
사용감 없음,190000,9,95,3주 전
새 상품,280000,0,80,3주 전
사용감 적음,190000,6,148,3주 전
새 상품,13000,24,627,1주 전
사용감 없음,90000,0,9,2주 전
사용감 없음,140000,33,262,3주 전
사용감 없음,45000,21,170,2주 전
새 상품,270000,0,63,2주 전
사용감 적음,140000,14,211,3주 전
사용감 없음,80000,1,14,2주 전
사용감 없음,8800,4,86,3주 전
사용감 적음,66000,0,20,3주 전
사용감 적음,60000,10,139,3주 전
사용감 적음,210000,11,171,2주 전
사용감 적음,210000,4,95,3주 전
새 상품,4900,33,919,2주 전
사용감 없음,50000,0,166,3주 전
사용감 적음,80000,0,50,3주 전
사용감 적음,99999,0,23,3주 전
사용감 많음,190000,2,79,2주 전
새 상품,100000,1,49,3주 전
사용감 많음,200000,5,272,2주 전
사용감 없음,12121212,2,105,1주 전
사용감 없음,80000,0,9,3주 전
사용감 적음,170000,5,141,2주 전
사용감 적음,235000,2,96,3주 전
새 상품,6000,12,306,2주 전
새 상품,290000,1,57,3주 전
사용감 적음,197000,1,26,3주 전
사용감 적음,100000,3,31,3주 전
사용감 적음,200000,18,267,3주 전
사용감 적음,69000,3,86,3주 전
사용감 적음,75000,0,9,3주 전
사용감 없음,75000,0,19,3주 전
사용감 많음,23000,0,27,3주 전
사용감 적음,230000,0,23,3주 전
사용감 적음,160000,1,34,3주 전
사용감 없음,210000,3,62,3주 전
사용감 적음,200000,0,17,2주 전
사용감 적음,110000,5,65,3주 전
사용감 적음,120000,2,113,3주 전
사용감 없음,65000,1,66,3주 전
새 상품,295000,14,1021,2주 전
새 상품,105000,12,375,2주 전
사용감 적음,130000,2,57,3주 전
사용감 많음,550000,2,83,2주 전
새 상품,9999999,1,110,2주 전
사용감 많음,35000,10,1449,3주 전
새 상품,250000,0,17,3주 전
사용감 적음,5500,4,86,3주 전
사용감 없음,230000,1,39,3주 전
새 상품,270000,3,65,3주 전
사용감 적음,90000,2,47,3주 전
새 상품,260000,3,72,3주 전
새 상품,999999,1,45,2주 전
새 상품,75000,0,17,3주 전
사용감 없음,210000,25,288,3주 전
사용감 없음,180000,8,188,3주 전
사용감 없음,20000,0,106,2주 전
사용감 적음,50000,1,27,3주 전
사용감 없음,80000,2,92,2주 전
사용감 적음,210000,1,50,3주 전
새 상품,260000,1,157,3주 전
사용감 적음,90000,15,666,1주 전
새 상품,290000,7,165,2주 전
사용감 적음,73000,3,100,3주 전
사용감 적음,50000,6,93,3주 전
사용감 적음,160000,0,35,3주 전
사용감 없음,275000,0,26,3주 전
사용감 없음,72500,1,57,3주 전
사용감 적음,150000,4,260,4주 전
사용감 적음,170000,4,100,4주 전
새 상품,280000,1,69,3주 전
새 상품,18900,1,236,1주 전
사용감 적음,160000,0,19,3주 전
사용감 없음,70000,0,24,3주 전
사용감 적음,60000,1,27,3주 전
사용감 없음,210000,3,29,2주 전
사용감 없음,80000,0,17,3주 전
새 상품,500,1,363,2주 전
사용감 많음,60000,0,20,3주 전
새 상품,285000,4,129,3주 전
사용감 적음,130000,12,193,4주 전
사용감 적음,7000,0,46,3주 전
사용감 적음,200000,1,56,4주 전
사용감 적음,130000,10,225,4주 전
사용감 적음,63000,0,16,3주 전
사용감 적음,160000,3,52,3주 전
사용감 없음,60000,2,104,3주 전
사용감 없음,149000,1,62,4주 전
사용감 없음,230000,5,123,4주 전
사용감 많음,20000,0,33,4주 전
새 상품,240000,0,117,3주 전
사용감 없음,75000,2,56,2주 전
사용감 적음,88000,21,509,1주 전
사용감 없음,235000,2,32,4주 전
사용감 없음,70000,0,8,3주 전
사용감 없음,85000,3,104,1주 전
사용감 적음,180000,1,41,3주 전
새 상품,6500,1,49,3주 전
사용감 없음,170000,1,30,2주 전
사용감 없음,210000,1,61,4주 전
새 상품,260000,7,111,3주 전
사용감 없음,250000,3,68,3주 전
사용감 없음,130000,2,80,3주 전
사용감 없음,192000,0,40,2주 전
새 상품,220000,55,4422,2주 전
사용감 적음,95000,4,82,3주 전
새 상품,15000,1,77,3주 전
사용감 없음,200000,1,90,3주 전
사용감 없음,200000,5,53,4주 전
사용감 적음,50000,4,74,3주 전
새 상품,120000,3,187,3주 전
사용감 적음,115000,1,41,2주 전
사용감 많음,35000,1,64,4주 전
새 상품,180000,5,222,1달 전
사용감 적음,35000,30,280,3주 전
사용감 많음,170000,0,30,1달 전
사용감 없음,160000,2,142,4주 전
사용감 없음,200000,2,32,3주 전
사용감 없음,219000,2,28,1달 전
사용감 없음,190000,4,81,1달 전
사용감 많음,9999,0,71,2주 전
사용감 적음,140000,2,31,3주 전
새 상품,95000,28,806,2주 전
사용감 없음,70000,1,22,3주 전
사용감 적음,65000,11,188,3주 전
사용감 없음,235000,3,55,3주 전
새 상품,270000,0,58,3주 전
사용감 적음,200000,0,23,3주 전
사용감 없음,150000,2,53,3주 전
사용감 없음,185000,2,67,2주 전
새 상품,270000,0,58,3주 전
사용감 없음,70000,1,12,3주 전
사용감 없음,150000,2,53,3주 전
사용감 적음,110000,0,54,1달 전
새 상품,250000,0,32,4주 전
사용감 없음,60000,4,84,4주 전
사용감 없음,170000,8,57,3주 전
사용감 적음,175000,3,41,4주 전
사용감 없음,77777,8,559,2주 전
사용감 적음,75000,0,63,3주 전
사용감 없음,130000,4,376,1달 전
사용감 적음,89000,4,133,1달 전
사용감 적음,200000,4,116,1달 전
사용감 적음,75000,0,15,3주 전
사용감 적음,95000,0,32,3주 전
사용감 많음,45000,1,32,2주 전
사용감 없음,200000,4,40,1달 전
새 상품,290000,7,354,2주 전
사용감 적음,75000,1,50,3주 전
사용감 없음,60000,3,98,3주 전
사용감 없음,67000,0,49,3주 전
사용감 적음,150000,0,35,1달 전
사용감 많음,125000,2,113,4주 전
사용감 없음,60000,4,68,4주 전
사용감 없음,220000,0,83,3주 전
사용감 적음,180000,1,47,4주 전
새 상품,210000,3,175,4주 전
사용감 적음,180000,1,73,1달 전
새 상품,230000,23,469,4주 전
사용감 적음,230000,52,2013,2주 전
새 상품,210000,4,84,3주 전
고장/파손 상품,40000,0,39,4주 전
사용감 없음,65000,0,16,3주 전
고장/파손 상품,10000,2,49,3주 전
사용감 없음,170000,10,97,1달 전
사용감 없음,50000,16,131,3주 전
사용감 적음,170000,1,41,1달 전
사용감 적음,140000,5,304,1달 전
사용감 없음,180000,18,91,3주 전
새 상품,43000,3,242,1달 전
사용감 적음,210000,3,65,3주 전
사용감 없음,150000,0,43,3주 전
사용감 적음,220000,1,32,3주 전
새 상품,100000,0,146,2주 전
사용감 많음,15000,1,258,3주 전
사용감 없음,85000,1,29,3주 전
사용감 많음,160000,5,93,4주 전
새 상품,10500,0,41,2주 전
고장/파손 상품,99999999,0,13,2주 전
사용감 적음,160000,7,260,1달 전
사용감 적음,55000,4,73,4주 전
사용감 없음,200000,1,34,1달 전
사용감 없음,85000,2,38,3주 전
사용감 적음,110000,0,23,3주 전
사용감 없음,50000,3,71,2주 전
사용감 적음,62000,0,59,1달 전
새 상품,260000,3,78,3주 전
새 상품,650000,1,332,3주 전
사용감 없음,220000,2,61,4주 전
사용감 적음,78000,2,53,1달 전
사용감 적음,180000,1,36,1달 전
사용감 많음,145000,11,813,4주 전
사용감 없음,170000,0,49,3주 전
사용감 적음,200000,3,146,1달 전
사용감 적음,200000,0,15,3주 전
사용감 없음,150000,5,97,3주 전
사용감 없음,190000,4,74,4주 전
사용감 없음,150000,0,189,2달 전
사용감 적음,180000,7,79,3주 전
사용감 적음,70000,5,84,3주 전
사용감 적음,220000,0,26,3주 전
새 상품,270000,1,191,3주 전
사용감 적음,70000,1,34,1달 전
사용감 적음,30000,6,606,4주 전
사용감 적음,60000,3,51,1달 전
새 상품,290000,5,154,3주 전
사용감 적음,73000,1,32,2주 전
사용감 적음,200000,3,109,3주 전
사용감 적음,80000,1,55,4주 전
사용감 적음,140000,2,34,2주 전
사용감 적음,210000,2,23,3주 전
새 상품,270000,2,155,1달 전
사용감 없음,140000,3,39,2주 전
사용감 적음,160000,3,82,1달 전
사용감 많음,400000,0,60,3주 전
사용감 적음,220000,2,193,1달 전
사용감 없음,7000,0,12,1달 전
사용감 적음,95000,1,33,1달 전
사용감 적음,190000,1,30,2주 전
사용감 적음,200000,1,52,1달 전
사용감 적음,60000,0,23,3주 전
사용감 적음,170000,7,111,1달 전
사용감 없음,170000,1,115,3주 전
사용감 적음,220000,0,45,1달 전
새 상품,75000,0,20,4주 전
사용감 없음,140000,4,115,3주 전
사용감 많음,25000,2,74,3주 전
사용감 적음,80000,0,12,4주 전
사용감 없음,185000,3,37,3주 전
사용감 없음,300000,0,30,4주 전
사용감 적음,166000,2,26,4주 전
사용감 없음,175000,9,230,1달 전
사용감 없음,210000,6,56,3주 전
사용감 없음,60000,24,186,3주 전
새 상품,380000,5,883,2주 전
사용감 많음,200000,2,39,4주 전
사용감 없음,77777,1,211,2주 전
새 상품,2500,2,127,1달 전
새 상품,270000,4,45,1달 전
새 상품,5000,7,108,1달 전
사용감 적음,65000,14,251,4주 전
사용감 없음,200000,0,35,1달 전
사용감 적음,140000,0,154,1달 전
사용감 없음,170000,0,15,1달 전
사용감 없음,260000,1,53,1달 전
사용감 적음,80000,0,20,3주 전
사용감 없음,260000,1,41,1달 전
사용감 없음,200000,1,35,1달 전
새 상품,62000,9,790,3주 전
사용감 적음,200000,0,42,1달 전
사용감 적음,170000,5,135,1달 전
사용감 적음,63000,2,43,1달 전
사용감 없음,200000,0,12,4주 전
사용감 적음,70000,2,39,4주 전
사용감 많음,110000,0,171,1달 전
사용감 없음,235000,2,29,4주 전
사용감 없음,240000,0,25,2주 전
새 상품,200000,5,322,3주 전
새 상품,130000,0,54,1달 전
사용감 적음,60000,10,189,1달 전
사용감 적음,75000,1,25,1달 전
사용감 없음,50000,4,63,1달 전
사용감 적음,185000,0,58,4주 전
사용감 적음,110000,1,12,1달 전
사용감 적음,65000,2,49,2주 전
새 상품,1000000,0,10,1달 전
사용감 적음,160000,5,33,1달 전
새 상품,260000,161,7039,2주 전
사용감 적음,70000,3,16,1달 전
사용감 많음,160000,3,151,1달 전
사용감 적음,240000,10,420,1달 전
사용감 적음,190000,3,107,1달 전
사용감 적음,80000,0,42,1달 전
사용감 적음,65000,8,60,4주 전
사용감 적음,80000,5,103,3주 전
사용감 적음,150000,1,63,3주 전
새 상품,240000,1,36,2주 전
사용감 없음,5000,9,74,4주 전
사용감 없음,180000,5,70,1달 전
사용감 적음,170000,28,765,1달 전
사용감 적음,240000,4,237,3주 전
사용감 없음,115000,0,23,1달 전
사용감 없음,70000,1,34,4주 전
사용감 적음,60000,0,25,1달 전
사용감 없음,190000,4,101,1달 전
사용감 없음,100000,0,30,2주 전
사용감 적음,65000,16,1289,2주 전
사용감 적음,1000,0,83,1달 전
새 상품,7500,1,465,1달 전
사용감 없음,250000,0,18,1달 전
새 상품,220000,99,920,1달 전
사용감 적음,110000,6,82,1달 전
새 상품,150000,0,119,1달 전
사용감 없음,190000,19,409,1달 전
사용감 없음,190000,0,48,1달 전
사용감 없음,150000,2,213,1달 전
사용감 적음,58000,0,6,1달 전
사용감 적음,140000,0,53,1달 전
새 상품,210000,1,13,1달 전
사용감 적음,210000,1,45,1달 전
새 상품,100000,0,94,1달 전
사용감 적음,30000,1,139,1달 전
새 상품,30000,3,203,1달 전
사용감 없음,10000,3,61,3주 전
사용감 없음,42700,45,668,1달 전
사용감 없음,270000,3,109,1달 전
사용감 없음,15600,0,178,1달 전
새 상품,10000,4,24,1달 전
새 상품,270000,3,91,1달 전
사용감 적음,65000,0,15,1달 전
새 상품,200000,2,159,3주 전
사용감 많음,70000,1,101,3주 전
사용감 적음,250000,0,49,1달 전
사용감 없음,3000000,1,70,1달 전
사용감 적음,150000,8,119,3주 전
사용감 적음,170000,1,29,1달 전
사용감 적음,80000,0,21,1달 전
사용감 적음,190000,0,85,1달 전
사용감 적음,200000,18,419,1달 전
사용감 없음,180000,1,50,1달 전
사용감 없음,248700,1,30,1달 전
새 상품,5000,5,42,1달 전
사용감 없음,67000,1,47,1달 전
사용감 적음,88000,2,75,4주 전
사용감 적음,130000,3,65,3주 전
새 상품,260000,12,357,1달 전
사용감 없음,70000,0,39,4주 전
사용감 적음,80000,0,130,4주 전
사용감 없음,165000,1,39,1달 전
사용감 없음,70000,0,39,4주 전
사용감 없음,215000,4,40,1달 전
사용감 적음,190000,5,63,4주 전
새 상품,1004,2,29,1달 전
사용감 없음,200000,3,93,4주 전
사용감 적음,70000,3,40,4주 전
사용감 적음,230000,0,78,1달 전
새 상품,1000,0,108,1달 전
고장/파손 상품,3000,2,39,1달 전
사용감 없음,180000,3,53,1달 전
새 상품,90000,0,8,3주 전
사용감 없음,100000,0,75,4주 전
사용감 없음,150000,0,23,1달 전
사용감 많음,95000,1,28,1달 전
사용감 없음,55000,2,107,1달 전
사용감 적음,120000,19,1181,1달 전
사용감 적음,180000,4,58,2달 전
사용감 적음,150000,24,401,1달 전
사용감 적음,200000,0,32,1달 전
사용감 적음,200000,0,19,1달 전
사용감 적음,15000,1,209,3주 전
사용감 없음,65000,7,70,1달 전
사용감 적음,220000,2,77,3주 전
사용감 없음,110000,0,39,4주 전
사용감 적음,200000,0,20,3주 전
사용감 없음,240000,2,36,1달 전
사용감 많음,70000,3,102,1달 전
사용감 적음,200000,2,203,1달 전
사용감 없음,220000,3,62,1달 전
사용감 없음,150000,5,73,1달 전
사용감 적음,80000,5,68,1달 전
사용감 없음,70000,0,19,1달 전
사용감 적음,210000,2,34,1달 전
사용감 없음,250000,5,386,1달 전
사용감 없음,110000,30,753,1달 전
사용감 없음,50000,1,41,3주 전
사용감 적음,200000,5,48,1달 전
새 상품,6000,15,396,1달 전
사용감 많음,85000,6,333,1달 전
새 상품,4900,8,854,1달 전
새 상품,240000,2,102,1달 전
새 상품,1004,0,182,1달 전
사용감 없음,4500,8,268,1달 전
사용감 적음,60000,0,42,1달 전
사용감 적음,215000,1,69,1달 전
새 상품,265000,21,256,1달 전
사용감 적음,160000,0,61,3주 전
사용감 적음,220000,0,50,1달 전
사용감 적음,65000,15,217,1달 전
사용감 없음,10000,0,177,4주 전
새 상품,280000,2,125,1달 전
사용감 적음,180000,4,208,1달 전
새 상품,2400,4,36,4주 전
사용감 적음,185000,4,86,1달 전
새 상품,280000,1,111,1달 전
새 상품,275000,62,5404,1달 전
사용감 적음,180000,4,121,1달 전
사용감 적음,68000,0,31,1달 전
사용감 적음,72000,0,29,1달 전
새 상품,35000,0,37,1달 전
사용감 없음,200000,64,4065,1달 전
새 상품,295000,3,155,1달 전
사용감 적음,110000,2,46,1달 전
새 상품,60000,11,1048,7일 전
사용감 없음,70000,1,40,1달 전
사용감 없음,220000,0,38,1달 전
사용감 없음,200000,0,32,3주 전
사용감 없음,80000,0,10,1달 전
새 상품,140000,1,130,1달 전
사용감 없음,200000,10,216,1달 전
사용감 없음,230000,11,249,1달 전
사용감 적음,100000,1,199,1달 전
새 상품,500,0,30,3주 전
사용감 적음,190000,0,56,1달 전
사용감 없음,180000,7,104,1달 전
사용감 없음,220000,9,130,1달 전
사용감 없음,6000,3,99,1달 전
사용감 적음,69000,2,67,1달 전
새 상품,8000,0,84,1달 전
사용감 없음,75000,2,25,1달 전
사용감 적음,210000,2,132,1달 전
사용감 없음,230000,1,27,1달 전
사용감 없음,75000,0,25,1달 전
사용감 적음,80000,90,12757,1달 전
사용감 적음,50000,2,163,1달 전
사용감 없음,150000,37,640,1달 전
사용감 적음,75000,1,29,1달 전
사용감 적음,250000,0,53,1달 전
새 상품,270000,5,176,1달 전
새 상품,5000,0,57,1달 전
사용감 적음,125000,1,38,1달 전
사용감 적음,110000,1,53,1달 전
사용감 없음,60000,1,17,1달 전
새 상품,50000,2,110,4주 전
새 상품,240000,0,127,1달 전
사용감 적음,65000,0,15,1달 전
새 상품,10000,1,145,1달 전
사용감 적음,180000,0,52,1달 전
새 상품,90000,0,37,1달 전
사용감 많음,40000,5,112,1달 전
사용감 적음,180000,0,52,1달 전
사용감 적음,75000,1,37,1달 전
사용감 적음,80000,1,78,1달 전
사용감 많음,40000,5,112,1달 전
사용감 없음,100000,13,91,1달 전
사용감 없음,70000,6,39,1달 전
새 상품,265000,1,27,1달 전
사용감 없음,100000,19,363,2주 전
사용감 적음,150000,0,48,1달 전
사용감 적음,130000,0,56,1달 전
사용감 적음,170000,6,256,1달 전
새 상품,30000,1,78,1달 전
사용감 적음,111111,0,181,1달 전
사용감 많음,178000,6,186,1달 전
사용감 없음,230000,23,384,1달 전
사용감 없음,45000,1,39,1달 전
사용감 없음,130000,1,34,1달 전
사용감 적음,220000,3,68,1달 전
사용감 적음,75000,1,42,1달 전
새 상품,257000,2,70,1달 전
새 상품,259000,0,51,3주 전
사용감 없음,190000,1,33,3주 전
사용감 적음,70000,2,26,1달 전
사용감 없음,170000,2,62,1달 전
사용감 적음,90000,2,42,1달 전
사용감 없음,100000,0,86,1달 전
중고,10000,3,219,1달 전
사용감 적음,90000,13,226,1달 전
새 상품,210000,1,188,1달 전
사용감 없음,210000,3,112,1달 전
사용감 적음,220000,67,1196,1달 전
새 상품,260000,34,834,1달 전
사용감 적음,165000,8,138,1달 전
사용감 적음,160000,5,99,1달 전
사용감 적음,70000,3,35,1달 전
새 상품,260000,1,82,1달 전
새 상품,260000,0,81,1달 전
사용감 많음,40000,0,168,1달 전
사용감 적음,95000,0,32,4주 전
사용감 적음,218000,7,191,1달 전
사용감 없음,130000,2,219,1달 전
사용감 적음,180000,1,55,1달 전
사용감 없음,30000,2,150,1달 전
사용감 적음,170000,18,350,1달 전
새 상품,240000,0,100,1달 전
새 상품,500,0,101,1달 전
새 상품,255000,1,47,1달 전
사용감 적음,60000,1,58,1달 전
새 상품,290000,1,30,1달 전
새 상품,265000,5,105,1달 전
사용감 적음,100000,1,300,1달 전
사용감 없음,110000,1,92,1달 전
사용감 적음,170000,5,120,1달 전
사용감 적음,40000,1,36,1달 전
새 상품,3500,1,128,1달 전
사용감 적음,145000,0,187,1달 전
사용감 적음,100000,1,82,1달 전
